Form	MemberID	Exp	Geozone	Location	Date	STemp	BTemp	BTime	Start	Visib	AvgDepth	MaxDepth	Current	Habitat	Species	Family	Abundance
5198210	39071	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	77	70	7	3	6	9	3	7	32	37	4
5198101	46383	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	76	72	8	4	6	10	3	7	33	37	4
5198573	44564	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	83	81	73	8	3	6	11	2	7	58	44	3
5198432	61018	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	87	82	74	8	3	6	11	3	7	135	1	1
5199162	49697	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	0	73	8	4	5	9	2	7	7	9	2
5198844	52032	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	85	79	72	8	3	6	9	3	7	41	28	1
5198681	31171	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	84	84	73	8	3	5	9	3	1	19	2	3
5198432	61018	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	87	82	74	8	3	6	11	3	7	58	44	3
5199162	49697	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	0	73	8	4	5	9	2	7	145	23	2
5198844	52032	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	85	79	72	8	3	6	9	3	7	84	33	1
5198994	25096	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	80	71	8	3	5	9	3	1	23	22	3
5198844	52032	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	85	79	72	8	3	6	9	3	7	50	18	2
5198376	11	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	0	73	8	4	5	9	3	1	135	1	2
5199162	49697	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	0	73	8	4	5	9	2	7	32	37	3
5198376	11	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	0	73	8	4	5	9	3	1	36	37	4
5198376	11	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	0	73	8	4	5	9	3	1	50	18	2
5198681	31171	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	84	84	73	8	3	5	9	3	1	58	44	3
5198101	46383	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	76	72	8	4	6	10	3	7	72	19	4
5198312	78297	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	82	74	8	3	5	8	2	7	63	19	3
5198844	52032	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	85	79	72	8	3	6	9	3	7	114	44	2
5198681	31171	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	84	84	73	8	3	5	9	3	1	53	44	1
5198432	61018	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	87	82	74	8	3	6	11	3	7	3	36	3
5198681	31171	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	84	84	73	8	3	5	9	3	1	49	18	2
5198299	74999	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	83	0	64	8	5	4	6	2	1	91	41	1
5198573	44564	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	83	81	73	8	3	6	11	2	7	112	43	1
5198432	61018	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	87	82	74	8	3	6	11	3	7	53	44	2
5199162	49697	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	0	73	8	4	5	9	2	7	59	44	2
5198312	78297	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	82	74	8	3	5	8	2	7	42	28	2
5199196	27929	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	83	79	73	8	4	6	10	2	7	3	36	3
5198573	44564	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	83	81	73	8	3	6	11	2	7	307	58	4
5198994	25096	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	80	71	8	3	5	9	3	1	32	37	3
5198573	44564	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	83	81	73	8	3	6	11	2	7	113	44	3
5198432	61018	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	87	82	74	8	3	6	11	3	7	59	44	1
5199162	49697	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	0	73	8	4	5	9	2	7	9	50	3
5198994	25096	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	80	71	8	3	5	9	3	1	114	44	3
5198681	31171	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	84	84	73	8	3	5	9	3	1	113	44	2
5198376	11	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	0	73	8	4	5	9	3	1	103	30	1
5199162	49697	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	0	73	8	4	5	9	2	7	128	25	1
5198681	31171	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	84	84	73	8	3	5	9	3	1	382	28	1
5199162	49697	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	0	73	8	4	5	9	2	7	2	36	2
5198312	78297	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	82	74	8	3	5	8	2	7	33	37	2
5198432	61018	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	87	82	74	8	3	6	11	3	7	137	4	2
5199162	49697	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	0	73	8	4	5	9	2	7	141	23	2
5199162	49697	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	0	73	8	4	5	9	2	7	36	37	4
5198101	46383	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	76	72	8	4	6	10	3	7	11	6	2
5198376	11	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	0	73	8	4	5	9	3	1	145	23	2
5198681	31171	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	84	84	73	8	3	5	9	3	1	111	43	2
5198376	11	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	0	73	8	4	5	9	3	1	148	23	2
5198573	44564	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	83	81	73	8	3	6	11	2	7	343	48	1
5199162	49697	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	0	73	8	4	5	9	2	7	137	4	3
5198376	11	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	0	73	8	4	5	9	3	1	59	44	1
5198844	52032	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	85	79	72	8	3	6	9	3	7	30	37	3
5198376	11	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	0	73	8	4	5	9	3	1	19	2	3
5198376	11	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	0	73	8	4	5	9	3	1	9	50	3
5199162	49697	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	0	73	8	4	5	9	2	7	48	18	3
5198681	31171	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	84	84	73	8	3	5	9	3	1	150	23	3
5198101	46383	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	76	72	8	4	6	10	3	7	53	44	2
5198210	39071	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	77	70	7	3	6	9	3	7	112	43	1
5198210	39071	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	77	70	7	3	6	9	3	7	33	37	2
5198101	46383	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	76	72	8	4	6	10	3	7	137	4	3
5198994	25096	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	80	71	8	3	5	9	3	1	36	37	4
5198432	61018	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	87	82	74	8	3	6	11	3	7	150	23	2
5198844	52032	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	85	79	72	8	3	6	9	3	7	112	43	1
5198681	31171	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	84	84	73	8	3	5	9	3	1	3	36	3
5198101	46383	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	76	72	8	4	6	10	3	7	32	37	3
5198994	25096	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	80	71	8	3	5	9	3	1	42	28	2
5198432	61018	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	87	82	74	8	3	6	11	3	7	50	18	4
5198432	61018	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	87	82	74	8	3	6	11	3	7	36	37	4
5198376	11	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	0	73	8	4	5	9	3	1	7	9	2
5199196	27929	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	83	79	73	8	4	6	10	2	7	58	44	3
5198101	46383	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	76	72	8	4	6	10	3	7	537	63	3
5199162	49697	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	0	73	8	4	5	9	2	7	84	33	2
5198312	78297	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	82	74	8	3	5	8	2	7	137	4	2
5199162	49697	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	0	73	8	4	5	9	2	7	100	14	2
5198210	39071	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	77	70	7	3	6	9	3	7	65	19	1
5198101	46383	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	76	72	8	4	6	10	3	7	148	23	3
5198573	44564	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	83	81	73	8	3	6	11	2	7	114	44	4
5198994	25096	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	80	71	8	3	5	9	3	1	148	23	2
5198210	39071	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	77	70	7	3	6	9	3	7	15	10	2
5198432	61018	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	87	82	74	8	3	6	11	3	7	508	50	2
5198681	31171	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	84	84	73	8	3	5	9	3	1	33	37	3
5198994	25096	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	80	71	8	3	5	9	3	1	137	4	2
5198844	52032	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	85	79	72	8	3	6	9	3	7	9	50	3
5199162	49697	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	0	73	8	4	5	9	2	7	42	28	2
5198573	44564	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	83	81	73	8	3	6	11	2	7	48	18	3
5198432	61018	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	87	82	74	8	3	6	11	3	7	7	9	3
5198101	46383	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	76	72	8	4	6	10	3	7	73	11	2
5199162	49697	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	0	73	8	4	5	9	2	7	148	23	2
5198376	11	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	0	73	8	4	5	9	3	1	142	23	3
5198432	61018	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	87	82	74	8	3	6	11	3	7	141	23	3
5198573	44564	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	83	81	73	8	3	6	11	2	7	7	9	2
5198376	11	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	0	73	8	4	5	9	3	1	141	23	3
5198994	25096	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	80	71	8	3	5	9	3	1	37	37	3
5199162	49697	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	0	73	8	4	5	9	2	7	15	10	2
5198681	31171	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	84	84	73	8	3	5	9	3	1	8	24	1
5199162	49697	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	0	73	8	4	5	9	2	7	60	44	2
5198312	78297	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	82	74	8	3	5	8	2	7	58	44	3
5198994	25096	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	80	71	8	3	5	9	3	1	60	44	2
5198376	11	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	0	73	8	4	5	9	3	1	328	51	1
5199196	27929	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	83	79	73	8	4	6	10	2	7	461	69	2
5198376	11	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	0	73	8	4	5	9	3	1	382	28	1
5198312	78297	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	82	74	8	3	5	8	2	7	37	37	3
5198376	11	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	0	73	8	4	5	9	3	1	410	28	1
5198210	39071	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	77	70	7	3	6	9	3	7	145	23	2
5198101	46383	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	76	72	8	4	6	10	3	7	100	14	2
5198994	25096	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	80	71	8	3	5	9	3	1	58	44	2
5198432	61018	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	87	82	74	8	3	6	11	3	7	114	44	4
5198681	31171	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	84	84	73	8	3	5	9	3	1	37	37	2
5198844	52032	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	85	79	72	8	3	6	9	3	7	53	44	2
5198312	78297	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	82	74	8	3	5	8	2	7	135	1	3
5198101	46383	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	76	72	8	4	6	10	3	7	36	37	4
5199196	27929	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	83	79	73	8	4	6	10	2	7	84	33	2
5198573	44564	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	83	81	73	8	3	6	11	2	7	8	24	1
5198101	46383	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	76	72	8	4	6	10	3	7	461	69	1
5198994	25096	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	80	71	8	3	5	9	3	1	11	6	2
5198432	61018	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	87	82	74	8	3	6	11	3	7	94	41	1
5198210	39071	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	77	70	7	3	6	9	3	7	42	28	2
5198573	44564	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	83	81	73	8	3	6	11	2	7	40	12	2
5198299	74999	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	83	0	64	8	5	4	6	2	1	2	36	3
5198681	31171	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	84	84	73	8	3	5	9	3	1	12	24	3
5198681	31171	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	84	84	73	8	3	5	9	3	1	48	18	2
5198573	44564	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	83	81	73	8	3	6	11	2	7	344	18	2
5198573	44564	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	83	81	73	8	3	6	11	2	7	37	37	3
5198681	31171	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	84	84	73	8	3	5	9	3	1	525	24	1
5198312	78297	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	82	74	8	3	5	8	2	7	142	23	3
5198844	52032	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	85	79	72	8	3	6	9	3	7	33	37	3
5199162	49697	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	0	73	8	4	5	9	2	7	23	22	3
5198681	31171	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	84	84	73	8	3	5	9	3	1	7	9	2
5198312	78297	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	82	74	8	3	5	8	2	7	60	44	2
5198101	46383	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	76	72	8	4	6	10	3	7	142	23	3
5198573	44564	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	83	81	73	8	3	6	11	2	7	50	18	3
5198312	78297	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	82	74	8	3	5	8	2	7	12	24	2
5199162	49697	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	0	73	8	4	5	9	2	7	125	25	2
5198376	11	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	0	73	8	4	5	9	3	1	15	10	1
5198573	44564	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	83	81	73	8	3	6	11	2	7	9	50	4
5198312	78297	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	82	74	8	3	5	8	2	7	36	37	4
5198681	31171	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	84	84	73	8	3	5	9	3	1	50	18	2
5198844	52032	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	85	79	72	8	3	6	9	3	7	148	23	2
5198210	39071	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	77	70	7	3	6	9	3	7	36	37	4
5198681	31171	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	84	84	73	8	3	5	9	3	1	307	58	4
5199196	27929	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	83	79	73	8	4	6	10	2	7	113	44	3
5198210	39071	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	77	70	7	3	6	9	3	7	141	23	3
5198210	39071	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	0	77	70	7	3	6	9	3	7	113	44	3
5198376	11	E	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	0	73	8	4	5	9	3	1	111	43	2
5198844	52032	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	85	79	72	8	3	6	9	3	7	113	44	2
5198312	78297	N	31080009	El Arroyo - Biosphere Reserve Sign (San Pedro Martir)	9/28/22	82	82	74	8	3	5	8	2	7	72	19	2
5199197	27929	E	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	82	75	73	15	4	3	6	3	7	23	22	3
5199197	27929	E	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	82	75	73	15	4	3	6	3	7	461	69	2
5198103	46383	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	73	72	15	4	3	6	3	7	511	76	3
5198991	25096	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	75	68	15	4	3	6	3	1	142	23	3
5198103	46383	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	73	72	15	4	3	6	3	7	36	37	4
5198103	46383	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	73	72	15	4	3	6	3	7	145	23	2
5198899	52032	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	86	77	71	15	3	4	6	3	7	461	69	2
5198991	25096	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	75	68	15	4	3	6	3	1	23	22	3
5199197	27929	E	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	82	75	73	15	4	3	6	3	7	33	37	3
5199197	27929	E	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	82	75	73	15	4	3	6	3	7	11	6	1
5199197	27929	E	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	82	75	73	15	4	3	6	3	7	150	23	2
5198103	46383	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	73	72	15	4	3	6	3	7	53	44	1
5199197	27929	E	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	82	75	73	15	4	3	6	3	7	3	36	3
5198991	25096	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	75	68	15	4	3	6	3	1	36	37	4
5198212	39071	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	73	70	16	3	5	6	2	7	63	19	2
5198212	39071	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	73	70	16	3	5	6	2	7	58	44	3
5198103	46383	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	73	72	15	4	3	6	3	7	9	50	3
5198212	39071	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	73	70	16	3	5	6	2	7	461	69	2
5199197	27929	E	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	82	75	73	15	4	3	6	3	7	59	44	2
5198469	61018	N	31080013	Bob's Mistake (San Pedro Martir)	9/29/22	83	74	68	15	3	4	9	3	7	30	37	3
5198103	46383	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	73	72	15	4	3	6	3	7	522	50	2
5198469	61018	N	31080013	Bob's Mistake (San Pedro Martir)	9/29/22	83	74	68	15	3	4	9	3	7	111	43	1
5198212	39071	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	73	70	16	3	5	6	2	7	74	11	1
5199197	27929	E	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	82	75	73	15	4	3	6	3	7	94	41	2
5198899	52032	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	86	77	71	15	3	4	6	3	7	40	12	1
5198899	52032	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	86	77	71	15	3	4	6	3	7	114	44	1
5198469	61018	N	31080013	Bob's Mistake (San Pedro Martir)	9/29/22	83	74	68	15	3	4	9	3	7	100	14	2
5198899	52032	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	86	77	71	15	3	4	6	3	7	23	22	3
5198103	46383	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	73	72	15	4	3	6	3	7	128	25	2
5198469	61018	N	31080013	Bob's Mistake (San Pedro Martir)	9/29/22	83	74	68	15	3	4	9	3	7	58	44	3
5198103	46383	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	73	72	15	4	3	6	3	7	15	10	2
5198103	46383	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	73	72	15	4	3	6	3	7	112	43	1
5198991	25096	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	75	68	15	4	3	6	3	1	114	44	2
5198469	61018	N	31080013	Bob's Mistake (San Pedro Martir)	9/29/22	83	74	68	15	3	4	9	3	7	65	19	2
5199197	27929	E	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	82	75	73	15	4	3	6	3	7	128	25	2
5198469	61018	N	31080013	Bob's Mistake (San Pedro Martir)	9/29/22	83	74	68	15	3	4	9	3	7	501	42	2
5198103	46383	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	73	72	15	4	3	6	3	7	63	19	2
5198103	46383	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	73	72	15	4	3	6	3	7	113	44	2
5198899	52032	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	86	77	71	15	3	4	6	3	7	112	43	1
5199197	27929	E	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	82	75	73	15	4	3	6	3	7	74	11	1
5198469	61018	N	31080013	Bob's Mistake (San Pedro Martir)	9/29/22	83	74	68	15	3	4	9	3	7	12	24	3
5199197	27929	E	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	82	75	73	15	4	3	6	3	7	100	14	2
5199197	27929	E	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	82	75	73	15	4	3	6	3	7	12	24	3
5198469	61018	N	31080013	Bob's Mistake (San Pedro Martir)	9/29/22	83	74	68	15	3	4	9	3	7	511	76	2
5198103	46383	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	73	72	15	4	3	6	3	7	155	45	1
5198899	52032	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	86	77	71	15	3	4	6	3	7	15	10	1
5198103	46383	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	73	72	15	4	3	6	3	7	501	42	2
5198899	52032	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	86	77	71	15	3	4	6	3	7	155	45	1
5198103	46383	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	73	72	15	4	3	6	3	7	72	19	4
5198103	46383	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	73	72	15	4	3	6	3	7	32	37	3
5198469	61018	N	31080013	Bob's Mistake (San Pedro Martir)	9/29/22	83	74	68	15	3	4	9	3	7	32	37	3
5198991	25096	N	31080013	Bob's Mistake (San Pedro Martir)	9/28/22	0	75	68	15	4	3	6	3	1	100	14	2
